,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url,file_location
1745,Eurasian Collared Dove (Streptopelia decaocto),0:10,José Carlos Sires,2015-09-28,?,Spain,"parque del alamillo, sevilla, andalucía",?,flight call,"Dos ejemplares en vuelo, uno lejos y otro cerca. La vegetación de este parque se ha basado en árboles y arbustos autóptonos, y además se ha aprovechado el curso del río Guadalquivir, que corre cerca de él, para hacerle dos lagunas. por estos motivos hay mucha diversidad ornitológica en el lugar.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC286388,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC286388 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/286388/download,./nips/data/XC286388 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1746,Eurasian Collared Dove (Streptopelia decaocto),0:14,david m,2015-07-11,06:00,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,song,"Collared dove song ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC283277,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC283277 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/283277/download,./nips/data/XC283277 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1747,Eurasian Collared Dove (Streptopelia decaocto),0:17,José Carlos Sires,2015-06-20,?,Spain,"Chipiona, Cádiz, Andalucía",?,"male, song","Al amanecer en el jardín de un chalé posada cantando sobre una antena de televisión.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC282490,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC282490 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/282490/download,./nips/data/XC282490 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1748,Eurasian Collared Dove (Streptopelia decaocto),0:36,david m,2015-06-15,05:27,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,song,"Collared dove song ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC270553,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC270553 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/270553/download,./nips/data/XC270553 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1749,Eurasian Collared Dove (Streptopelia decaocto),0:43,José Carlos Sires,2015-05-14,?,Spain,"dehesa de abajo, puebla del río, sevilla, andalucía",?,"male, song","El lugar es una finca donde hay ganadería, caza menor y a la vez funciona como lugar de esparcimiento para los autóptonos, a la par de ser refugio para la fauna. Allí se encuentra la mayor colonia de cigueña blanca en acebuche de toda Europa. La zona consiste en un espacio abierto que linda con un gran pinar. Además hay un arroyo, el Majaberraque, una laguna y un bosque adehesado de acebuches.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC269719,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC269719 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/269719/download,./nips/data/XC269719 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1750,Eurasian Collared Dove (Streptopelia decaocto),0:04,José Carlos Sires,2015-05-10,?,Spain,"parque del alamillo, sevilla, andalucía",?,flight call,"Un gran parque periurbano en el que la práctica totalidad de la vegetación es autóptona. También se aprovechó la corriente del río Guadalquivir para construir dos lagunas. Por su gran tamaño, diversidad vegetal y cercanía al cauce del río tiene una gran diversidad de especies.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC268868,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC268868 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/268868/download,./nips/data/XC268868 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1751,Eurasian Collared Dove (Streptopelia decaocto),0:06,José Carlos Sires,2015-05-10,?,Spain,"parque del alamillo, sevilla, andalucía",?,flight call,"Un gran parque periurbano en el que la práctica totalidad de la vegetación es autóptona. También se aprovechó la corriente del río Guadalquivir para construir dos lagunas. Por su gran tamaño, diversidad vegetal y cercanía al cauce del río tiene una gran diversidad de especies.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC268867,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC268867 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/268867/download,./nips/data/XC268867 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1752,Eurasian Collared Dove (Streptopelia decaocto),0:04,José Carlos Sires,2015-05-10,?,Spain,"parque del alamillo, sevilla, andalucía",?,flight call,"Un gran parque periurbano en el que la práctica totalidad de la vegetación es autóptona. También se aprovechó la corriente del río Guadalquivir para construir dos lagunas. Por su gran tamaño, diversidad vegetal y cercanía al cauce del río tiene una gran diversidad de especies.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC268866,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC268866 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/268866/download,./nips/data/XC268866 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1753,Eurasian Collared Dove (Streptopelia decaocto),1:30,david m,2015-06-12,05:49,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, flight call, song","Collared dove calls  ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC268065,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC268065 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/268065/download,./nips/data/XC268065 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1754,Eurasian Collared Dove (Streptopelia decaocto),2:30,david m,2015-06-12,05:49,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, song","Collared dove calls  ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC268064,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC268064 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/268064/download,./nips/data/XC268064 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1755,Eurasian Collared Dove (Streptopelia decaocto),0:11,david m,2015-06-12,05:46,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,call,"Collared dove calls  ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC268063,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC268063 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/268063/download,./nips/data/XC268063 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1756,Eurasian Collared Dove (Streptopelia decaocto),0:52,david m,2015-06-12,05:40,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,call,"Collared dove calls  ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC268061,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC268061 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/268061/download,./nips/data/XC268061 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1757,Eurasian Collared Dove (Streptopelia decaocto),6:16,Richard E. Webster,2015-05-30,07:21,United States,"Rodeo, Hidalgo County, New Mexico",1200,"call, song","about a dozen doves around, multiples calling and singing; 1st recording of these birds
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC267940,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC267940 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/267940/download,./nips/data/XC267940 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1758,Eurasian Collared Dove (Streptopelia decaocto),0:28,José Carlos Sires,2015-04-06,?,Spain,"parque del alamillo, sevilla, andalucía",?,"call, male","Urban park with natural vegetation and two lagoons. Un parque periurbano con gran cantidad de vegetación autóptona y dos lagunas.
Urban park with natural vegetation and two lagoons. Un parque periurbano con gran cantidad de vegetación autóptona y dos lagunas.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC263584,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC263584 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/263584/download,./nips/data/XC263584 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1759,Eurasian Collared Dove (Streptopelia decaocto decaocto),0:06,Nikolay Sariev,2015-03-19,14:53,Bulgaria,"Borovata gora, Strelcha, Pazardzhik Province",480,call,"Notice the Jay mimicing a car alarm remote control!
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC255456,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC255456 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3,/255456/download,./nips/data/XC255456 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3
1760,Eurasian Collared Dove (Streptopelia decaocto),0:13,Nick Komar,2015-04-08,09:00,United States,"Fort Collins, Larimer County, Colorado",1650,song,"playback-used:no
  [also]
[sono]",ABCDE,XC254931,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC254931 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/254931/download,./nips/data/XC254931 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1761,Eurasian Collared Dove (Streptopelia decaocto),0:06,Piotr Szczypinski,2014-05-15,19:30,Poland,"Mława (near  Mlawa), Mława County, Mazowieckie",150,"call, during copulation, female, male","Pair of birds - calls during copulation.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC252740,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC252740 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/252740/download,./nips/data/XC252740 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1762,Eurasian Collared Dove (Streptopelia decaocto),0:54,david m,2015-04-24,05:28,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,song,"Collared dove song  ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC252496,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC252496 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/252496/download,./nips/data/XC252496 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1763,Eurasian Collared Dove (Streptopelia decaocto),1:32,david m,2015-04-24,05:27,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"flight call, song","Collared dove song  ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC252494,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC252494 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/252494/download,./nips/data/XC252494 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1764,Eurasian Collared Dove (Streptopelia decaocto),0:15,david m,2015-04-24,05:53,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,wing beats,"Collared dove wing beats  ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC252466,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC252466 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/252466/download,./nips/data/XC252466 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1765,Eurasian Collared Dove (Streptopelia decaocto),1:35,david m,2015-04-23,05:49,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,song,"Collared dove song ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC252450,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC252450 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/252450/download,./nips/data/XC252450 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1766,Eurasian Collared Dove (Streptopelia decaocto),0:32,david m,2015-04-23,05:47,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,song,"Collared dove song ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC252449,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC252449 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/252449/download,./nips/data/XC252449 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1767,Eurasian Collared Dove (Streptopelia decaocto),1:33,david m,2015-04-17,06:18,United Kingdom,"Dervaig, Argyll and Bute, Scotland",10,song,"Collared dove song  ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC252431,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC252431 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/252431/download,./nips/data/XC252431 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1768,Eurasian Collared Dove (Streptopelia decaocto),1:49,Lüthi Thomas,2015-05-24,07:39,Switzerland,"Hägendorf, Olten, Solothurn",500,"female, flight call, male, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC245751,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC245751 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/245751/download,./nips/data/XC245751 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1769,Eurasian Collared Dove (Streptopelia decaocto),0:29,david m,2015-04-09,06:20,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,song,"Collared dove song ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC243905,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC243905 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/243905/download,./nips/data/XC243905 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1770,Eurasian Collared Dove (Streptopelia decaocto),1:02,david m,2015-04-08,06:07,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, flight call, song","Collared dove song  ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC243901,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC243901 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/243901/download,./nips/data/XC243901 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1771,Eurasian Collared Dove (Streptopelia decaocto),0:49,david m,2015-04-04,06:45,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, female","Collared dove ... female on nest ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC240583,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC240583 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/240583/download,./nips/data/XC240583 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1772,Eurasian Collared Dove (Streptopelia decaocto),0:07,david m,2015-04-04,06:43,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, female","Collared dove ... female on nest ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC240582,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC240582 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/240582/download,./nips/data/XC240582 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1773,Eurasian Collared Dove (Streptopelia decaocto),0:24,david m,2015-04-04,06:42,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, female","Collared dove ... female on nest ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC240581,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC240581 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/240581/download,./nips/data/XC240581 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1774,Eurasian Collared Dove (Streptopelia decaocto),2:11,david m,2015-04-04,06:41,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, female","Collared dove ... female on nest ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC240580,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC240580 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/240580/download,./nips/data/XC240580 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1775,Eurasian Collared Dove (Streptopelia decaocto),0:17,david m,2015-04-04,06:39,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, female","Collared dove female on nest ... not filtered ... parabolic ... 
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC240579,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC240579 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/240579/download,./nips/data/XC240579 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1776,Eurasian Collared Dove (Streptopelia decaocto),1:25,david m,2015-04-04,06:35,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,wing beats,"Collared dove pair in cop ... not filtered ... parabolic ... lots of 'whacking' ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC240578,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC240578 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/240578/download,./nips/data/XC240578 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1777,Eurasian Collared Dove (Streptopelia decaocto),1:37,david m,2015-04-04,06:32,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"flight call, song","Collared dove  song ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC240576,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC240576 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/240576/download,./nips/data/XC240576 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1778,Eurasian Collared Dove (Streptopelia decaocto),2:11,david m,2015-04-04,06:27,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,song,"Collared dove  song ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC240575,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC240575 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/240575/download,./nips/data/XC240575 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1779,Eurasian Collared Dove (Streptopelia decaocto),0:18,david m,2014-05-24,06:04,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,song,"Collared dove song ... not filtered ... parabolic ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC217172,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC217172 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/217172/download,./nips/data/XC217172 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1780,Eurasian Collared Dove (Streptopelia decaocto),4:06,Paul Marvin,2014-07-06,07:04,United States,"Tavernier Towne II Shopping Center, Monroe County, Florida",0,"flight call, song","a separate bird called in flight at 0:29 and 1:50
in grocery store parking lot
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC196133,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC196133 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/196133/download,./nips/data/XC196133 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1781,Eurasian Collared Dove (Streptopelia decaocto),0:10,Albert Lastukhin,2014-08-24,08:00,Georgia,"Abchasia, Pizunda",80,call,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC193522,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC193522 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/193522/download,./nips/data/XC193522 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1782,Eurasian Collared Dove (Streptopelia decaocto),0:06,Uku Paal,2014-07-07,12:30,Spain,"Llanos de Cáceres y Sierra de Fuentes (near  Cáceres), Cáceres, Extremadura",400,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC190490,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC190490 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/190490/download,./nips/data/XC190490 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1783,Eurasian Collared Dove (Streptopelia decaocto),0:11,Albert Lastukhin,2014-05-07,18:30,Uzbekistan,"Karaulbazar District, Bukhara Province",220,"call, male, noise of wings","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC185433,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC185433 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/185433/download,./nips/data/XC185433 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1784,Eurasian Collared Dove (Streptopelia decaocto),1:02,Albert Lastukhin,2014-05-07,14:30,Uzbekistan,"Kyzyltepa District, Navoiy Province",240,"male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC185432,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC185432 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/185432/download,./nips/data/XC185432 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1785,Eurasian Collared Dove (Streptopelia decaocto),0:15,Albert Lastukhin,2014-05-08,18:00,Uzbekistan,"Karaulbazar District, Bukhara Province",220,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC184835,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC184835 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/184835/download,./nips/data/XC184835 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1786,Eurasian Collared Dove (Streptopelia decaocto),0:32,Albert Lastukhin,2014-05-12,11:30,Uzbekistan,"Chinaz, Chinaz District, Tashkent Province",260,"male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC183803,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC183803 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/183803/download,./nips/data/XC183803 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1787,Eurasian Collared Dove (Streptopelia decaocto),0:19,José Carlos Sires,2014-05-10,?,Spain,"lora del río, sevilla, andalucía",?,"flight call, wins","Nuptial. Mediterranean mixed forest with Olea europaea, Quercus Spp. and Pinus Pinea with bushes of Mirtus Comunis, Cistus Spp., and another species. Parada nupcial. Bosque mediterráneo de olivos, pinos y encinas mezclado con abundante matorral de jara, mirto y otras especies.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC179269,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC179269 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/179269/download,./nips/data/XC179269 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1788,Eurasian Collared Dove (Streptopelia decaocto),0:08,José Carlos Sires,2014-03-15,?,Spain,"lora del río, sevilla, andalucía",?,"male, song","Mediterranean mixed forest with Pinus Pinea, Olea Europaea and Quercus Spp, with much bush of Mirtus Comunis, Cistus Spp and another species. Bosque mediterráneo de pinos, olivos y encinas con abundante matorral de mirto, jara y otras especies.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC170941,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC170941 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/170941/download,./nips/data/XC170941 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1789,Eurasian Collared Dove (Streptopelia decaocto),0:03,José Carlos Sires,2014-03-15,?,Spain,"lora del río, sevilla, andalucía",?,flight call,"Bird far. Mediterranean mixed forest with Pinus Pinea, Olea Europaea and Quercus Spp, with much bush of Mirtus Comunis, Cistus Spp and another species. Bastante lejano. Bosque mediterráneo de pinos, olivos y encinas con abundante matorral de mirto, jara y otras especies.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC170939,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC170939 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/170939/download,./nips/data/XC170939 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1790,Eurasian Collared Dove (Streptopelia decaocto),0:32,José Carlos Sires,2014-03-04,?,Spain,"sevilla, andalucía",?,"call, male","Near of a garden of a school. Cerca del jardín de una escuela.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC168962,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC168962 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/168962/download,./nips/data/XC168962 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1791,Eurasian Collared Dove (Streptopelia decaocto),0:26,José Carlos Sires,2014-02-15,?,Spain,"sevilla, andalucía",?,"call, flight call, male","A bird call and two birds fly. Street with trees. Urban noise in background. Un macho llama y dos ejemplares vuelan. Mucho sonido urbano de fondo.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC167581,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC167581 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/167581/download,./nips/data/XC167581 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1792,Eurasian Collared Dove (Streptopelia decaocto),0:41,José Carlos Sires,2014-02-15,?,Spain,"sevilla, andalucía",?,"flight call, male, song","A bird fly and a male sing. Street with trees. Urban noise in background. Un ejemplar vuela y luego un macho canta.. Mucho sonido urbano de fondo.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC167578,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC167578 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/167578/download,./nips/data/XC167578 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1793,Eurasian Collared Dove (Streptopelia decaocto),0:10,José Carlos Sires,2014-02-01,?,Spain,"lora del río, sevilla, andalucía",?,"call, male","It.s a comon specie in my terrain, but I can not record well. Two calls of male. Mediterranean mixed forest with bush too. Ésta es una especie común en la zona, pero no puedo obtener grabaciones de calidad. Llamadas de un macho antes del canto. Bosque mediterráneo de pinos, olivos y encinas con abundante matorral de mirto, jara y otras especies.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC166067,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC166067 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/166067/download,./nips/data/XC166067 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1794,Eurasian Collared Dove (Streptopelia decaocto),0:03,José Carlos Sires,2014-02-01,?,Spain,"lora del río, sevilla, andalucía",?,flight call,"It.s a comon specie in my terrain, but I can not record well. Flying call. Mediterranean mixed forest with bush too. Ésta es una especie común en la zona, pero no puedo obtener grabaciones de calidad. Llamada en vuelo. Bosque mediterráneo de pinos, olivos y encinas con abundante matorral de mirto, jara y otras especies.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC166066,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC166066 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/166066/download,./nips/data/XC166066 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1795,Eurasian Collared Dove (Streptopelia decaocto),0:41,david m,2012-03-01,06:38,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, flight call, male","Collared dove soundscape ... unfiltered ... parabolic ... 
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC165583,Creative Commons Attribution-NonCommercial-NoDerivs 3.0,XC165583 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/165583/download,./nips/data/XC165583 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1796,Eurasian Collared Dove (Streptopelia decaocto),1:19,david m,2012-03-01,06:37,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, flight call, male","Collared dove soundscape ... unfiltered ... parabolic ... and a jet ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC165582,Creative Commons Attribution-NonCommercial-NoDerivs 3.0,XC165582 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/165582/download,./nips/data/XC165582 - Eurasian Collared Dove - Streptopelia decaocto.mp3
