itemid,datasetid,hasbird
6440606f-6548-4f51-a3ae,warblrb10k,1
a53adfe4-13ed-4b4f-a0cb,warblrb10k,1
e95af976-de80-4834-ac2f,warblrb10k,1
00aa31d5-e770-40f4-acd0,warblrb10k,0
46a4a86d-ae20-4f28-9d52,warblrb10k,1
93a52933-72c3-450c-b393,warblrb10k,0
f6c615ac-bb56-4a2a-9b33,warblrb10k,1
6e87843f-ea26-4293-9333,warblrb10k,1
7d7d0dd9-80fd-41b1-944c,warblrb10k,1
b6a6d901-c913-4abf-875c,warblrb10k,1
1c22e4a7-d8a1-47de-801f,warblrb10k,1
beedd879-e824-46ea-835c,warblrb10k,1
fa43c3e4-2e34-47f7-b80b,warblrb10k,1
cdeaf4c4-7baf-4eee-aaa9,warblrb10k,0
ec983c27-2f29-4cb1-9318,warblrb10k,1
ada27f50-2d65-48ce-b513,warblrb10k,1
f4ec1952-c993-44cf-9ed2,warblrb10k,1
37d52927-3882-4832-b1e2,warblrb10k,1
f1c66d71-39c9-4c94-a8a4,warblrb10k,1
6cc3abc8-fc2a-4e3f-b5e0,warblrb10k,0
3932b699-7207-4487-acd2,warblrb10k,0
8b574024-bd44-4e38-a5e2,warblrb10k,1
18e3abd5-d2a6-4ec4-83f0,warblrb10k,1
9fabffb0-8e52-46c0-a775,warblrb10k,1
39301e2b-4e31-4a39-adba,warblrb10k,1
bcf7e3ae-d3d0-4472-85bb,warblrb10k,0
467aef18-a1dc-4ad6-b5d4,warblrb10k,1
ba07d4dd-a9e3-48fe-90df,warblrb10k,1
3530664d-9c2a-4d3e-9d24,warblrb10k,1
59108986-0f47-4802-9ea6,warblrb10k,1
d1791167-fda8-42c9-a4de,warblrb10k,0
35d34d17-0430-4694-9f4c,warblrb10k,1
822ca9a0-ced5-401c-bbd5,warblrb10k,1
7d15eedc-0bd6-45d3-b844,warblrb10k,0
ebbb7cf1-b309-4d08-b8bf,warblrb10k,1
3ab0595e-2996-4c6a-9393,warblrb10k,1
32b1691a-aeec-4198-9d51,warblrb10k,1
b7a8fac6-2632-463d-9763,warblrb10k,0
68b035bf-3e49-42a2-b76e,warblrb10k,1
61b04068-178f-43a9-9281,warblrb10k,1
e0038fd7-a1de-46d2-bf50,warblrb10k,1
68dd0a70-b8db-4eff-9197,warblrb10k,1
5e2659bd-b7d6-4b65-8cc5,warblrb10k,1
dd4be143-d505-48c0-a173,warblrb10k,1
c0977a9d-9c39-446d-a2e4,warblrb10k,1
112f4c6e-622a-42ea-9930,warblrb10k,0
d19f3d74-a9a7-484d-bcfa,warblrb10k,1
b09ffa46-b4a2-4f36-bd25,warblrb10k,1
fb28af54-23d3-4d0d-8f63,warblrb10k,1
da614d69-cd51-4722-b9e3,warblrb10k,0
c9e571c2-1b15-427a-953e,warblrb10k,0
9e44cb6f-2e28-49a6-beb4,warblrb10k,1
b225ede1-51b7-4953-a673,warblrb10k,1
cdc4b75c-cc21-4b97-97a3,warblrb10k,1
0ad611cb-b864-4efd-9a26,warblrb10k,1
8802673a-3db0-4dd1-9656,warblrb10k,1
c8c9634d-e25b-487b-8861,warblrb10k,1
90bd452b-5e80-407c-a4f2,warblrb10k,0
a4312114-7346-4790-a41b,warblrb10k,1
b79671ef-1b48-42c9-8220,warblrb10k,1
32552f1c-93a7-4c73-b7e7,warblrb10k,1
2a9476ae-df47-4b49-9809,warblrb10k,1
cd2834f6-c630-4669-b575,warblrb10k,1
b1992498-a7b1-49c1-b88a,warblrb10k,1
0e74e552-9cbc-4330-8a6e,warblrb10k,1
8effcb48-f1d9-4746-bf60,warblrb10k,0
94dfe333-02cf-4487-8133,warblrb10k,1
9adeef70-fc9d-42b2-9cb3,warblrb10k,0
86d63a36-e5f1-4f72-9135,warblrb10k,0
32270297-202e-4195-9c72,warblrb10k,1
c2ba042a-9d26-45da-9e66,warblrb10k,1
e72be223-3fdc-491f-8a92,warblrb10k,1
a80677ac-646f-444a-86ed,warblrb10k,1
2f704dcd-5a6b-4a20-a1b5,warblrb10k,1
f2adf567-656e-488b-9f64,warblrb10k,1
b131aeef-8da1-4bdf-b0e3,warblrb10k,1
d81fa68f-44fc-4905-b607,warblrb10k,0
ead35fa8-ce88-4220-bf4e,warblrb10k,1
9e2c1852-4bcf-4357-8fc5,warblrb10k,0
51640755-b29d-4ee5-906b,warblrb10k,1
8da4db7a-ed3f-4a0f-9043,warblrb10k,1
17a3c0d5-cd44-4e5c-8161,warblrb10k,1
6aa2d378-bf74-41a1-8856,warblrb10k,1
02be4bb5-068e-498c-9cdb,warblrb10k,0
4eeb35f1-2c1d-4784-8f54,warblrb10k,1
5b559c25-9904-4d10-a704,warblrb10k,0
34c4b4ee-c0c9-4ebf-9013,warblrb10k,0
638346ec-463d-43f6-a0de,warblrb10k,1
9decf804-1ea6-4340-8c2c,warblrb10k,0
b6ccfe2f-7034-45ac-90f3,warblrb10k,1
ac1dc803-9666-4e13-88a1,warblrb10k,0
02b508dc-fb91-4e6f-9d4f,warblrb10k,1
586b00de-7f09-4942-9117,warblrb10k,1
5ccd6047-9f36-4f49-b9a9,warblrb10k,1
570abf38-4a95-41c1-9427,warblrb10k,1
c9bdc745-4388-4115-a54d,warblrb10k,1
c3ca520a-fc0f-4096-bc38,warblrb10k,0
2f36887e-a5ec-43db-bebe,warblrb10k,0
c88cfe9e-56ef-4b09-9fbe,warblrb10k,1
55a76ba9-29af-4765-8095,warblrb10k,0
b6ab05bf-335e-4f9c-bd39,warblrb10k,1
31a08802-9747-462a-80ff,warblrb10k,1
d3f12d51-78a6-4814-b6bb,warblrb10k,0
c80f49cb-3b70-475d-805d,warblrb10k,1
18e167a8-dde4-4350-b904,warblrb10k,1
f315b8d0-31fc-4f7a-8352,warblrb10k,1
e3e734aa-9ffc-466b-a563,warblrb10k,1
fae8f666-1f68-48e1-aba6,warblrb10k,1
60100537-d4f3-47c1-9231,warblrb10k,0
b3564d6b-6568-4d12-be1f,warblrb10k,1
153d5afa-90eb-43c2-a518,warblrb10k,0
6621be44-4d80-4f9a-a834,warblrb10k,1
f4cf3219-6601-411c-8e5b,warblrb10k,1
c9d90244-ebf1-4719-9414,warblrb10k,0
bd824c96-2273-4ed3-97a6,warblrb10k,1
dd872717-6006-45c8-9a81,warblrb10k,1
0228a262-3d97-4a4e-85c7,warblrb10k,1
2f190865-f0cc-4514-bd63,warblrb10k,1
a9f7a3cb-c43c-4aa4-ab54,warblrb10k,0
d034e68d-bedc-4b7a-9416,warblrb10k,0
d4e54e24-5612-4c57-bb42,warblrb10k,0
a53083c0-feb3-4e05-917d,warblrb10k,1
db6c4c5e-8b58-43a4-ad53,warblrb10k,1
822a9fe8-7f82-47c7-a763,warblrb10k,0
a0037c6d-6a7f-47c1-bfbf,warblrb10k,0
4b9e7d08-b8a3-48b1-a561,warblrb10k,1
23d96aed-b4f4-4970-9ae6,warblrb10k,1
fccda711-f423-4e86-a531,warblrb10k,1
846c7c8e-ffd3-43e9-9560,warblrb10k,1
ec55b5f6-52f9-4262-8eff,warblrb10k,1
c140d969-e038-48bb-b0ea,warblrb10k,1
2d39efb7-2fae-42db-a7fd,warblrb10k,0
92f0c9ed-cc70-43ba-a5de,warblrb10k,1
f9498ae4-23b2-4956-b4bc,warblrb10k,1
17e266af-b207-4d78-84a5,warblrb10k,1
5ac62474-390f-4ee3-9a2b,warblrb10k,1
5f4e3d27-3bf0-44b4-89e8,warblrb10k,0
4fcb82ee-83c2-4e54-aded,warblrb10k,1
5636e06a-2933-45ca-a770,warblrb10k,1
1705b502-4e78-4960-a416,warblrb10k,1
4c2b3bb8-651b-439f-bf33,warblrb10k,1
5909c78e-4775-4d8a-8eba,warblrb10k,1
3100c004-ea9c-4f8f-b960,warblrb10k,1
5fb9ace4-6509-43c5-83f7,warblrb10k,1
91ec2a27-8fbe-4f6c-b27e,warblrb10k,1
5443c68f-3c7f-4fdc-be96,warblrb10k,0
35943e65-2a88-4140-962a,warblrb10k,1
babaaa76-7e7f-4026-8cf8,warblrb10k,0
40387779-b272-4aba-87b5,warblrb10k,1
54a04b4b-75b6-49d3-86fb,warblrb10k,1
ea17b5ee-6cec-4e86-a9c3,warblrb10k,0
3cb8fb0e-e6d0-4024-8ed4,warblrb10k,0
7a7cd707-75cf-4f28-bbf2,warblrb10k,1
abb4974b-5c57-4e23-bf91,warblrb10k,1
e60a578f-8d12-4351-8a06,warblrb10k,1
e635218e-1a9d-41d4-a183,warblrb10k,1
9fbd9a44-a5cc-45b0-b30b,warblrb10k,1
f6195e37-bdcd-4b9b-b622,warblrb10k,1
eb2868a6-ae50-4477-be96,warblrb10k,1
c8c305c7-447e-4440-8dae,warblrb10k,1
4a5c7c80-2f36-4983-8dfa,warblrb10k,0
8de00c82-c96b-487a-bae0,warblrb10k,1
cf42d383-a5ea-4835-b4b1,warblrb10k,1
c3ffab89-93cf-4cdc-bba5,warblrb10k,1
3e6a59c0-be72-4f95-9a1f,warblrb10k,1
5c65d831-0a26-41ea-a38e,warblrb10k,1
d3aabaaf-2394-499b-b580,warblrb10k,1
d5e28a06-c52b-4d52-bbd7,warblrb10k,1
b372fb4c-d639-46e7-aaa6,warblrb10k,1
af57ab88-dfaf-4396-b16a,warblrb10k,0
41f955dc-9610-43ee-8538,warblrb10k,1
a64d8881-1891-4733-af72,warblrb10k,1
f5260240-e07a-4ff2-91de,warblrb10k,1
9fb8c1bd-33b8-47a8-b766,warblrb10k,1
c88cfdf4-e794-4308-b3ac,warblrb10k,1
d5118554-5475-4fcb-8ca8,warblrb10k,1
5b1efe59-607c-4e45-81e2,warblrb10k,1
0aa67c37-5fc9-48a1-b782,warblrb10k,1
31cc1e10-cd48-48c2-b53c,warblrb10k,1
c1357342-f492-4f0e-acad,warblrb10k,1
ec0ac700-cd70-45f7-9d3b,warblrb10k,0
a670cedf-3c19-469f-8241,warblrb10k,1
ca32af93-25ad-48de-9827,warblrb10k,1
6ae3cb80-f64e-4bf4-8cb9,warblrb10k,1
b28860d3-bb1d-4318-8e6d,warblrb10k,1
e290388f-05fe-4c74-b853,warblrb10k,1
9ab3c21a-78a4-40a4-95fc,warblrb10k,1
8fdfeea2-8fe7-4735-a346,warblrb10k,1
c4a8081e-6010-4371-a114,warblrb10k,1
9787510e-5a96-4745-afc0,warblrb10k,0
ef9b2372-270b-453a-9db1,warblrb10k,0
25464bd6-71b7-4726-98d0,warblrb10k,1
b26d9d05-53f7-4096-bdb9,warblrb10k,1
890ecb91-990c-4e1b-b4f3,warblrb10k,1
b7247c74-a3f0-459d-8ebf,warblrb10k,1
fb09e324-afc6-4a68-9075,warblrb10k,0
2a5622f8-76e3-4952-98ed,warblrb10k,0
940120f3-f94d-4d3f-8509,warblrb10k,0
847b5dd9-b495-45ea-b17a,warblrb10k,1
563bff23-ffa2-45d1-8dd4,warblrb10k,1
5f92ffec-a464-4943-b481,warblrb10k,1
0e4a546b-e72b-464f-a396,warblrb10k,1
94e91a32-1c24-4098-95e1,warblrb10k,1
7709acbe-2bbb-4ec1-bf57,warblrb10k,1
2cb57b53-a94c-43c3-b81a,warblrb10k,1
679a96ff-3844-41ce-b44f,warblrb10k,1
a7fe909a-a71d-4eee-8f7c,warblrb10k,1
49c5cd07-ecc4-4f04-abc9,warblrb10k,1
4e41885d-f88e-4684-a099,warblrb10k,0
7d984db7-e549-4b0f-b565,warblrb10k,1
a7dc6d73-ce03-47bf-91d7,warblrb10k,0
ddbc4741-7c5b-4d4b-88eb,warblrb10k,1
1759376a-7509-4e5b-95ef,warblrb10k,1
c0962b52-31b1-4dfb-9042,warblrb10k,1
894aa7bb-fa56-430e-b962,warblrb10k,1
01351ce1-7e87-452c-938a,warblrb10k,0
8e8062a5-4663-420e-92be,warblrb10k,1
3a6c7051-ce39-4b3c-af18,warblrb10k,1
96880c56-f139-46ba-aa5f,warblrb10k,1
5c49f139-9287-46db-940d,warblrb10k,0
e514276c-34bf-4473-8167,warblrb10k,1
1372a232-4802-453d-adbd,warblrb10k,1
f0d5a835-d7bd-4948-a25a,warblrb10k,0
a0b79be3-8176-436e-9025,warblrb10k,0
651424c0-3d09-4adf-a550,warblrb10k,0
442e876d-9716-4789-bab8,warblrb10k,1
8d8ccf9c-9f73-4ede-8ad0,warblrb10k,1
c0155408-109f-49ca-b2b8,warblrb10k,1
b74fc5e3-72f7-40a3-a4d6,warblrb10k,1
8375e6fb-f05b-4367-9b16,warblrb10k,1
951216fa-eed2-4b48-831f,warblrb10k,1
1eefbce6-ce9c-4ea3-a37e,warblrb10k,1
d13e56ed-9507-4f29-bf84,warblrb10k,0
6b4cf226-342f-4305-8efa,warblrb10k,1
0494a9be-f975-4085-bbe9,warblrb10k,1
f0805459-6b8f-47e8-9629,warblrb10k,1
68cae758-f1b2-4971-8097,warblrb10k,1
408934e4-7c56-4b8e-a0f2,warblrb10k,1
e7f7f278-fe02-4aa7-9684,warblrb10k,1
bb6dcced-ff64-4146-8092,warblrb10k,1
39c7048a-464a-4ece-b896,warblrb10k,1
4c1bfa7d-75c5-4806-8b01,warblrb10k,1
19b8fa14-819a-47d0-a3c3,warblrb10k,0
d3060927-b3ac-4b5a-ba02,warblrb10k,1
15ff2e18-ef21-444e-b2ba,warblrb10k,0
b4743ee7-6b5c-431b-8b4a,warblrb10k,1
a14dc8f4-d116-48fd-86f0,warblrb10k,1
279095b2-05b8-4028-9990,warblrb10k,1
1e069b5a-047e-4ad6-b07a,warblrb10k,1
e60b24cd-21b7-487d-84e9,warblrb10k,0
7cf55418-cb8c-4162-b97c,warblrb10k,1
8340d956-ef59-4548-9605,warblrb10k,0
c068aed9-2b0e-4379-baac,warblrb10k,1
3d202368-fcce-4d8d-949e,warblrb10k,1
457c1d6b-1814-4a7a-a306,warblrb10k,1
35e4357f-356e-4f68-b3c8,warblrb10k,1
c9ce2382-661c-474b-9049,warblrb10k,1
a3dd5cd7-e7a1-4eb6-b612,warblrb10k,0
8201e421-9dcf-439a-8568,warblrb10k,1
a1bfef18-4653-4d90-9bae,warblrb10k,1
1a2b4794-9bdf-4cc4-b743,warblrb10k,1
6059a2fa-da66-4de2-a7a9,warblrb10k,1
3e41be59-14e2-49c5-94ed,warblrb10k,0
c5798bb6-47f3-4529-be4c,warblrb10k,1
00ee6deb-2307-4abc-a6a5,warblrb10k,0
a3301714-d00a-4e89-9a2e,warblrb10k,1
216d4db7-3f18-45b3-b59c,warblrb10k,1
c79e0303-3e39-4fed-addd,warblrb10k,0
7fbf7361-0ccf-4b76-a8db,warblrb10k,1
20167e91-5be7-413c-9b3b,warblrb10k,1
8c1b0685-1757-4585-b88f,warblrb10k,1
4220fee9-947f-4aab-9fba,warblrb10k,1
c69ef78f-da10-4269-aa98,warblrb10k,1
ee8e56ea-629a-4f1b-bff4,warblrb10k,1
ea81beef-334e-437c-b2d9,warblrb10k,1
1ffb0961-e784-4f2e-a27b,warblrb10k,0
c1974a15-d401-46de-a7ad,warblrb10k,1
9a236f15-41fe-44a0-8252,warblrb10k,1
d561415f-cdef-430a-bb10,warblrb10k,1
536aa766-5424-4af4-b38a,warblrb10k,1
016833a7-1a51-4a0e-b6b8,warblrb10k,0
5d63cea2-6132-4d1d-b706,warblrb10k,1
a49bfbfc-d50b-4e15-b0d1,warblrb10k,0
c7f529c3-8403-4673-b117,warblrb10k,1
462030f7-fccf-48b2-971e,warblrb10k,0
191ad9d2-9adc-4284-9d3c,warblrb10k,0
95776f54-4c8c-43af-aace,warblrb10k,1
332e4dc6-f57d-410c-a140,warblrb10k,1
b41fda4c-4974-4450-8fb2,warblrb10k,1
e54e9787-b03a-4d27-be96,warblrb10k,1
923eb21b-3bf4-45c8-a8e3,warblrb10k,1
8d37de04-9a7e-45b5-9249,warblrb10k,0
ef338d1c-5211-4e46-aa46,warblrb10k,1
32132706-bdc5-4ce4-ba06,warblrb10k,1
caa95efa-6c66-4fa2-b413,warblrb10k,1
d8556900-3400-4c88-ad5d,warblrb10k,1
be65b1e6-977e-4fcd-be05,warblrb10k,1
48112731-d0cd-4c3d-bf80,warblrb10k,1
4cb94f3c-b029-487f-84b7,warblrb10k,1
f54e53d1-0d83-4884-a55a,warblrb10k,0
b0cefd33-1196-4f50-a7ac,warblrb10k,0
229fe6d6-e6fc-407e-9c99,warblrb10k,1
b65579b3-a914-461d-91bf,warblrb10k,1
e78b5594-b39c-466e-8003,warblrb10k,1
d7ef258a-df48-48ab-b453,warblrb10k,1
92ee2259-6ed8-4120-9511,warblrb10k,0
2c5677ee-a9d9-4c3e-9db5,warblrb10k,1
d2c7f37a-08ce-47aa-b0ad,warblrb10k,1
f4fb5b3f-61f0-4d58-b07e,warblrb10k,1
c8ec39ab-ed3b-466c-9e00,warblrb10k,1
928ffd68-8b23-4c65-94bf,warblrb10k,1
6c562937-2315-44f7-a217,warblrb10k,1
90497346-430d-463f-966c,warblrb10k,1
aff4b057-4581-442b-a05d,warblrb10k,1
db33700e-5580-4151-bcf9,warblrb10k,0
081ca94c-74ec-4556-aefc,warblrb10k,1
a7f6b46e-be3f-4d08-8129,warblrb10k,1
2aa815c2-b2c8-47af-9e53,warblrb10k,1
483ed6b0-1ae2-4eba-87d2,warblrb10k,1
c249f6d6-6235-4c89-8498,warblrb10k,0
fbe77739-5a19-42e1-a992,warblrb10k,0
9c7fbc88-7a1b-4e0f-862d,warblrb10k,1
da3a5988-50e0-4811-bfc1,warblrb10k,1
5a12f891-0455-48ad-9e58,warblrb10k,1
51f3bdd4-23ba-4080-bff7,warblrb10k,1
cb3638c9-c94e-4df6-95a7,warblrb10k,1
767b26dd-5ed6-4821-8122,warblrb10k,0
d85f77d6-5a87-4db8-bba7,warblrb10k,1
a8aa8d89-0606-47c0-a6a6,warblrb10k,1
efeb1574-f9c8-4068-a95d,warblrb10k,1
d830fc29-911b-4a6e-a09c,warblrb10k,0
1b47dede-fd9d-4d7b-8d10,warblrb10k,1
832617cb-d19d-48af-bbf0,warblrb10k,1
0bea42db-6ea5-43d6-942a,warblrb10k,1
de2d6896-d66f-47fe-904e,warblrb10k,0
761e2e23-08e8-424f-8474,warblrb10k,1
e222d3aa-588c-4e85-8e95,warblrb10k,1
6ec02214-4b51-4ee0-90d3,warblrb10k,1
ea3d6fde-6115-4a94-a641,warblrb10k,1
af022ec1-7406-43de-b9bf,warblrb10k,1
0b1eb518-76ef-44a4-83ee,warblrb10k,1
704cfb0b-da5f-4d53-a54e,warblrb10k,1
2c0d60b1-b88f-4de8-ac5e,warblrb10k,1
7651e6e1-267b-4d23-b2f4,warblrb10k,0
5d5e9afe-ade0-47dc-bc4a,warblrb10k,1
b09f3aa2-d081-4dfc-ab45,warblrb10k,1
705848e8-712f-49ee-acad,warblrb10k,1
71d4041a-40af-4ebc-9a04,warblrb10k,0
5ed0313d-d055-41ec-b35e,warblrb10k,1
de09be8d-cf84-43c8-af42,warblrb10k,1
a8b1bc31-b61b-4779-ae2f,warblrb10k,1
e20bc92e-0fed-40c8-9258,warblrb10k,0
60a15272-9c9c-48b0-916d,warblrb10k,1
8f8cbcc9-35f4-4368-8a66,warblrb10k,1
82530932-f16e-4e6b-89bc,warblrb10k,1
b75fc690-5bb2-423c-a91a,warblrb10k,1
daaa8050-f8e5-4a31-ada2,warblrb10k,1
bc2143bf-951a-4d9f-9807,warblrb10k,1
98ff96cb-3fd4-4e4a-8d1a,warblrb10k,1
241d7107-2ef6-4f85-8f76,warblrb10k,1
6355df0f-c744-4348-95ba,warblrb10k,1
0bba369f-ab6a-4cdb-8341,warblrb10k,1
0c3255d5-6ed4-4892-b49e,warblrb10k,1
152e31c8-f7e3-4333-bf7d,warblrb10k,0
7bede8d7-ee28-437c-8e97,warblrb10k,1
9bedd843-c774-4be6-8b24,warblrb10k,1
dc82052f-1b83-463d-b6b6,warblrb10k,1
38855525-c20a-45a2-b675,warblrb10k,1
19be6b3a-d3ea-4a1b-bae7,warblrb10k,1
81797d2c-eefd-4592-b986,warblrb10k,1
806ca787-3c95-4c8b-af36,warblrb10k,1
c6b7793c-4ecd-4ee7-95d7,warblrb10k,0
744ff985-20d3-40e9-884a,warblrb10k,0
52c5a0f6-7c7a-4c74-b065,warblrb10k,1
9381ceea-d1a3-4c06-bcf1,warblrb10k,0
729b4abe-54c1-45bf-ad68,warblrb10k,1
d66e74a1-097c-41bd-93b9,warblrb10k,1
df3274b3-0728-4cdb-8876,warblrb10k,0
e9643103-efea-4d4c-86a0,warblrb10k,1
b1b7d863-103c-4681-9618,warblrb10k,1
28f43317-a932-4aaa-8e5c,warblrb10k,1
6080b97a-cdfa-4e53-b361,warblrb10k,0
587fde87-a66e-4344-904d,warblrb10k,1
f00e41d6-cfc0-439d-86f3,warblrb10k,0
fc88817a-9db7-4d54-8cd0,warblrb10k,1
d8bff45b-6e28-4008-beb2,warblrb10k,1
3c66b2ba-fb0d-4a67-b260,warblrb10k,1
1695b80c-e789-42f8-8704,warblrb10k,0
6735c79a-d728-44e1-a2f1,warblrb10k,1
fb56b316-0989-4527-b17a,warblrb10k,1
afa9a06e-42ae-4849-a563,warblrb10k,0
640c06f9-a418-4669-8dfb,warblrb10k,1
ba5dec74-1658-4da3-ad76,warblrb10k,1
329e9141-bfac-4805-aef0,warblrb10k,1
f5029d6e-9a1b-4b96-8a56,warblrb10k,1
f5bbaa49-73aa-4061-a8d3,warblrb10k,1
e68b34d5-dcdb-4c1c-9204,warblrb10k,0
cb05e73f-a3ae-439a-91ca,warblrb10k,1
a2cf37f2-d6af-4688-870e,warblrb10k,0
7fb81f00-dff2-4929-b621,warblrb10k,1
043e031a-b2b0-46f6-9860,warblrb10k,0
04082b4e-24ef-48b1-80f1,warblrb10k,1
d0a69abf-b7db-44bc-ba7f,warblrb10k,1
d695e723-77c4-44c1-9dae,warblrb10k,1
5bb943fa-2dfd-42a9-a853,warblrb10k,1
a745d059-2a30-4a82-b4a4,warblrb10k,1
8dc2c7d5-7178-4ffa-a6e9,warblrb10k,1
697a6c2f-f8ff-4e1e-84e1,warblrb10k,0
b8df4e85-fb8c-4f5c-b173,warblrb10k,1
ff5989ea-d21b-4ba8-a4c1,warblrb10k,1
d5f2d270-4ed3-4f4f-9f72,warblrb10k,1
eec67940-1b6d-415c-8f7c,warblrb10k,0
c1b86bbe-68d5-4ef3-b7ca,warblrb10k,1
fc6900dd-e104-42e7-9ac2,warblrb10k,1
b633e6b4-8392-4fec-9495,warblrb10k,1
9d743230-54f6-4489-9e5e,warblrb10k,1
1ab48bdf-f785-406b-abd7,warblrb10k,1
b09ba18b-ca19-4e6c-bc3b,warblrb10k,1
39fc3392-7872-4160-baea,warblrb10k,1
f777344b-576e-4e35-bfab,warblrb10k,1
8eb3d0a6-302a-487f-ba54,warblrb10k,1
121b4f2f-e54e-4730-baca,warblrb10k,1
2547d6c7-d88c-462f-8ef9,warblrb10k,0
fc7d8ada-f182-427c-8674,warblrb10k,1
0eb2dfb6-1371-475c-b689,warblrb10k,0
aa092807-2268-49c6-8faa,warblrb10k,1
43fd6c3c-2286-4ce6-9c0c,warblrb10k,1
11bd6fb9-3b85-4de8-90e5,warblrb10k,1
cc217aac-90c2-4150-8833,warblrb10k,1
328bfbbf-9027-42f3-8955,warblrb10k,1
f4e9e0e3-9263-415f-a060,warblrb10k,1
15886929-0c36-4cfc-8ca3,warblrb10k,1
cba85047-c30b-46a8-8517,warblrb10k,1
d656c59e-3ba8-4922-a88a,warblrb10k,0
4f96acc2-1860-4426-a078,warblrb10k,1
9c4ef161-6f1e-407b-a55a,warblrb10k,1
707b3210-c92d-4dbf-9d9b,warblrb10k,1
6065f6b6-bd57-452f-8f02,warblrb10k,0
44e036bd-e0b0-4170-854c,warblrb10k,1
a960d983-2b7e-4aad-81cd,warblrb10k,1
77cf07fe-791c-42d2-8c47,warblrb10k,1
93e9401c-5f70-49eb-a3ee,warblrb10k,0
826b2d29-6ba7-4ec6-955d,warblrb10k,1
1db78991-cf12-4df9-b480,warblrb10k,1
0b9fb0ec-a78e-4f4a-9545,warblrb10k,1
9fbb6f3f-a847-4054-ba5c,warblrb10k,1
3b29f6e0-9971-4dde-8b33,warblrb10k,1
55a76043-e119-4b17-b3ef,warblrb10k,1
e153ed96-addc-42cf-81b0,warblrb10k,1
ca0d90bc-bb9a-40dc-bd31,warblrb10k,1
c21194f1-b182-43fc-87e5,warblrb10k,1
be67262a-cfd5-4746-a8cf,warblrb10k,1
b6dd3d7f-df1c-4c48-8355,warblrb10k,1
246ade44-1344-44bc-a556,warblrb10k,1
593f72cf-4435-4098-a794,warblrb10k,1
3be02c14-c46a-43da-9f38,warblrb10k,1
8951051b-b9ce-4ec8-af3e,warblrb10k,0
3693f9f6-f6d5-4b83-b316,warblrb10k,1
69f5d1db-6d10-42d2-a86b,warblrb10k,0
6a5a7f58-8cb4-4584-8714,warblrb10k,1
11d454f5-bc47-4380-b6ee,warblrb10k,1
8e9aaf80-024b-4d99-b60d,warblrb10k,1
86bdb296-ebe0-4403-b0bc,warblrb10k,1
83699b15-85e3-4de4-975a,warblrb10k,1
0a66707d-b68c-43ed-a681,warblrb10k,1
b9df707d-da24-4137-837f,warblrb10k,1
28b198cc-a1d9-4e2c-8eec,warblrb10k,1
3f3af33c-9962-47cd-b14b,warblrb10k,1
7ad8cef1-cf95-4c60-a10a,warblrb10k,0
82ec0c72-ea5d-40ad-9674,warblrb10k,1
673e76dd-06a4-4bc4-aab5,warblrb10k,0
d0985e4e-1446-487e-b86d,warblrb10k,1
86bee267-5b19-49ba-a0d7,warblrb10k,1
03733b97-f675-4510-89ca,warblrb10k,1
4a5de246-58fc-40c2-bb13,warblrb10k,1
fac1da3b-07db-4a7f-ac02,warblrb10k,1
481099a6-a034-4143-9d9f,warblrb10k,1
d8c3be89-22d4-40c0-b679,warblrb10k,1
d4798f9a-10cd-418b-9fc4,warblrb10k,1
40cbce53-d090-4aaa-825a,warblrb10k,1
9c894244-6d8b-4cbc-aefd,warblrb10k,1
0718930d-7565-4961-976b,warblrb10k,1
bc64edda-cd48-48ff-8185,warblrb10k,1
c1cedbe7-f1cc-4398-8253,warblrb10k,0
5ea538d7-d386-4e59-bb1c,warblrb10k,1
5af9bd96-453e-49aa-8b7f,warblrb10k,1
c17fe23d-6821-49a9-abc9,warblrb10k,1
1baf099e-8eb5-4748-925c,warblrb10k,0
0edc9c3c-7b69-4a5c-91b5,warblrb10k,1
a5a19e49-c3d7-4885-9f57,warblrb10k,1
d793d105-c691-4b0d-b7d0,warblrb10k,0
d234de36-b6b6-4b20-a1dc,warblrb10k,0
e4aedb4d-f595-416c-95fd,warblrb10k,0
b5ae142a-dc82-4606-8097,warblrb10k,1
3c79f47e-458c-4172-8fa2,warblrb10k,1
6f486d16-c6c4-4acb-8e79,warblrb10k,1
3c446604-f7b2-483e-86e0,warblrb10k,1
7360fdd4-d437-4ba9-b4e1,warblrb10k,0
d4f800f0-f981-444b-b2e6,warblrb10k,1
0a42af88-f61a-4504-9ba2,warblrb10k,1
55af7b66-8359-4e11-a620,warblrb10k,1
e1c356c3-86ba-42bb-81e1,warblrb10k,1
b06f0db8-f909-4196-9939,warblrb10k,1
d554d6ce-f491-4b3a-9ef8,warblrb10k,1
bee570e2-cb3c-47b7-bbe2,warblrb10k,0
70cc9615-86f6-4312-962b,warblrb10k,1
494c80c0-8a9f-429a-8ddf,warblrb10k,1
bca6f651-b5fa-451d-8d28,warblrb10k,1
8ab7741e-9fa3-4e53-858c,warblrb10k,1
03649d48-bacc-4483-a147,warblrb10k,1
9651c0de-c7e1-4e05-8905,warblrb10k,0
81ce35b7-3132-4915-97a1,warblrb10k,1
55654ad2-43aa-4a0d-9e3e,warblrb10k,1
fd1512d5-4b16-4a6a-9520,warblrb10k,0
14f4bede-1dab-44e3-8e58,warblrb10k,1
5f8f2dcf-86b7-4472-8c8e,warblrb10k,1
